EventID,Start Date,End Date,Peak Flood Level (m),Peak FL Date,Num Peak FL,Peak Discharge Q (cumec),Peak Discharge Date,Flood Volume (cumec),Event Duration (days),Time to Peak (days),Recession Time (day),Flood Type
INDOFLOODS-gauge-364-6,28-07-1971,30-07-1971,8.73,29-07-1971,1,3814,29-07-1971,9674.9,3,2,2,Flood
INDOFLOODS-gauge-364-7,11-08-1971,11-08-1971,7.63,11-08-1971,1,3000.1,11-08-1971,3000.1,1,1,1,Flood
INDOFLOODS-gauge-364-8,29-06-1972,01-07-1972,7.97,29-06-1972,1,3320,29-06-1972,9063.8,3,1,3,Flood
INDOFLOODS-gauge-364-9,03-07-1972,04-07-1972,7.65,04-07-1972,1,3065,04-07-1972,5765,2,2,1,Flood
INDOFLOODS-gauge-364-10,07-07-1972,09-07-1972,8.45,08-07-1972,1,3678.6,08-07-1972,8939.9,3,2,2,Flood
INDOFLOODS-gauge-364-11,20-08-1972,20-08-1972,7.75,20-08-1972,1,3020,20-08-1972,3020,1,1,1,Flood
INDOFLOODS-gauge-364-12,17-06-1973,17-06-1973,7.08,17-06-1973,1,2460,17-06-1973,2460,1,1,1,Flood
INDOFLOODS-gauge-364-13,06-07-1973,10-07-1973,8.04,07-07-1973,1,3998.1,07-07-1973,18174.9,5,2,4,Flood
INDOFLOODS-gauge-364-14,16-08-1973,17-08-1973,7.55,17-08-1973,1,2992.2,17-08-1973,5640.9,2,2,1,Flood
INDOFLOODS-gauge-364-15,05-07-1974,06-07-1974,8.55,05-07-1974,1,3724.5,05-07-1974,7262.5,2,1,2,Flood
INDOFLOODS-gauge-364-16,25-07-1974,27-07-1974,12.65,26-07-1974,1,9832,26-07-1974,19658.1,3,2,2,Severe Flood
INDOFLOODS-gauge-364-17,31-07-1974,01-08-1974,8.68,31-07-1974,1,3885.6,31-07-1974,6095.1,2,1,2,Flood
INDOFLOODS-gauge-364-18,03-08-1974,03-08-1974,7.26,03-08-1974,1,2365.2,03-08-1974,2365.2,1,1,1,Flood
INDOFLOODS-gauge-364-19,10-08-1974,12-08-1974,8.38,10-08-1974,1,3499.3,10-08-1974,8456.4,3,1,3,Flood
INDOFLOODS-gauge-364-20,16-08-1974,16-08-1974,7.28,16-08-1974,1,2480.3,16-08-1974,2480.3,1,1,1,Flood
INDOFLOODS-gauge-364-21,21-06-1975,24-06-1975,9.75,21-06-1975,1,5216,21-06-1975,13902.1,4,1,4,Severe Flood
INDOFLOODS-gauge-364-22,30-06-1975,30-06-1975,7.27,30-06-1975,1,2047,30-06-1975,2047,1,1,1,Flood
INDOFLOODS-gauge-364-23,11-07-1975,13-07-1975,9.03,11-07-1975,1,3390.6,11-07-1975,8426.8,3,1,3,Severe Flood
INDOFLOODS-gauge-364-24,12-08-1975,17-08-1975,9.7,12-08-1975,1,5231.5,12-08-1975,20624.3,6,1,6,Severe Flood
INDOFLOODS-gauge-364-25,26-09-1975,26-09-1975,7.02,26-09-1975,1,2227.4,26-09-1975,2227.4,1,1,1,Flood
INDOFLOODS-gauge-364-26,24-07-1976,24-07-1976,8.55,24-07-1976,1,3370,24-07-1976,3370,1,1,1,Flood
INDOFLOODS-gauge-364-27,30-07-1976,01-08-1976,7.3,01-08-1976,1,2404.8,01-08-1976,6968,3,3,1,Flood
INDOFLOODS-gauge-364-28,04-08-1976,04-08-1976,7.86,04-08-1976,1,2979.5,04-08-1976,2979.5,1,1,1,Flood
INDOFLOODS-gauge-364-29,05-07-1977,06-07-1977,7.55,05-07-1977,1,2733.8,05-07-1977,5110.5,2,1,2,Flood
INDOFLOODS-gauge-364-30,21-07-1977,27-07-1977,9.81,24-07-1977,1,4541.7,24-07-1977,22895.8,7,4,4,Severe Flood
INDOFLOODS-gauge-364-31,04-09-1977,04-09-1977,7.03,04-09-1977,1,2180,04-09-1977,2180,1,1,1,Flood
INDOFLOODS-gauge-364-32,16-06-1978,17-06-1978,7.56,16-06-1978,1,2341.6,16-06-1978,4509.6,2,1,2,Flood
INDOFLOODS-gauge-364-33,24-06-1978,25-06-1978,8.16,25-06-1978,1,2960,25-06-1978,5664,2,2,1,Flood
INDOFLOODS-gauge-364-34,09-07-1978,14-07-1978,8.9,14-07-1978,1,3806.2,14-07-1978,15235.1,6,6,1,Flood
INDOFLOODS-gauge-364-35,25-07-1978,28-07-1978,10.35,25-07-1978,1,5414.9,25-07-1978,18013.3,4,1,4,Severe Flood
INDOFLOODS-gauge-364-36,30-07-1978,02-08-1978,9.74,31-07-1978,1,4469.8,31-07-1978,12172.2,4,2,3,Severe Flood
INDOFLOODS-gauge-364-37,10-08-1978,10-08-1978,7.04,10-08-1978,1,2339,10-08-1978,2339,1,1,1,Flood
INDOFLOODS-gauge-364-38,16-08-1978,17-08-1978,7.57,17-08-1978,1,2780.1,17-08-1978,5002.6,2,2,1,Flood
INDOFLOODS-gauge-364-39,20-08-1978,21-08-1978,9,20-08-1978,1,4205.1,20-08-1978,6539.5,2,1,2,Severe Flood
INDOFLOODS-gauge-364-40,25-08-1978,25-08-1978,7.52,25-08-1978,1,2808.2,25-08-1978,2808.2,1,1,1,Flood
INDOFLOODS-gauge-364-41,28-08-1978,29-08-1978,7.91,28-08-1978,1,2956.7,28-08-1978,5320.7,2,1,2,Flood
INDOFLOODS-gauge-364-42,31-07-1979,07-08-1979,10.01,02-08-1979,1,5211.9,02-08-1979,26624.2,8,3,6,Severe Flood
INDOFLOODS-gauge-364-43,10-08-1979,10-08-1979,7.57,10-08-1979,1,2365.1,10-08-1979,2365.1,1,1,1,Flood
INDOFLOODS-gauge-364-44,21-06-1980,22-06-1980,8.82,21-06-1980,1,4122,21-06-1980,6412,2,1,2,Flood
INDOFLOODS-gauge-364-45,27-06-1980,27-06-1980,7.11,27-06-1980,1,2440.3,27-06-1980,2440.3,1,1,1,Flood
INDOFLOODS-gauge-364-46,30-06-1980,05-07-1980,11.2,02-07-1980,1,6601.4,02-07-1980,24669.8,6,3,4,Severe Flood
INDOFLOODS-gauge-364-47,08-07-1980,10-07-1980,9.54,09-07-1980,1,3629.7,09-07-1980,10205.3,3,2,2,Severe Flood
INDOFLOODS-gauge-364-48,24-07-1980,24-07-1980,7.05,24-07-1980,1,2200,24-07-1980,2200,1,1,1,Flood
INDOFLOODS-gauge-364-49,26-07-1980,26-07-1980,7.22,26-07-1980,1,2320,26-07-1980,2320,1,1,1,Flood
INDOFLOODS-gauge-364-50,28-07-1980,29-07-1980,7.59,28-07-1980,1,2639,28-07-1980,4755.7,2,1,2,Flood
INDOFLOODS-gauge-364-51,11-08-1980,14-08-1980,8.85,13-08-1980,1,3750,13-08-1980,11939.9,4,3,2,Flood
INDOFLOODS-gauge-364-52,07-07-1981,07-07-1981,7.4,07-07-1981,1,2530,07-07-1981,2530,1,1,1,Flood
INDOFLOODS-gauge-364-53,11-07-1981,12-07-1981,7.76,11-07-1981,1,2810,12-07-1981,5401,2,1,2,Flood
INDOFLOODS-gauge-364-54,14-07-1981,14-07-1981,8.32,14-07-1981,1,3430,14-07-1981,3430,1,1,1,Flood
INDOFLOODS-gauge-364-55,27-07-1981,27-07-1981,7.4,27-07-1981,1,2331.7,27-07-1981,2331.7,1,1,1,Flood
INDOFLOODS-gauge-364-56,02-08-1981,06-08-1981,7.97,02-08-1981,1,3090,02-08-1981,12880.3,5,1,5,Flood
INDOFLOODS-gauge-364-57,12-08-1981,12-08-1981,7.78,12-08-1981,1,2684.5,12-08-1981,2684.5,1,1,1,Flood
INDOFLOODS-gauge-364-58,16-08-1981,21-08-1981,10.61,17-08-1981,1,5889.4,17-08-1981,24919.9,6,2,5,Severe Flood
INDOFLOODS-gauge-364-59,20-07-1982,21-07-1982,7.66,21-07-1982,1,2761,21-07-1982,4816.9,2,2,1,Flood
INDOFLOODS-gauge-364-60,28-07-1982,28-07-1982,7.36,28-07-1982,1,2315,28-07-1982,2315,1,1,1,Flood
INDOFLOODS-gauge-364-61,30-07-1982,03-08-1982,11.46,02-08-1982,1,6504.9,02-08-1982,19833.1,5,4,2,Severe Flood
INDOFLOODS-gauge-364-62,08-08-1982,09-08-1982,7.68,09-08-1982,1,2301.3,09-08-1982,4521.3,2,2,1,Flood
INDOFLOODS-gauge-364-63,12-08-1982,15-08-1982,7.46,13-08-1982,1,2360,13-08-1982,8172.2,4,2,3,Flood
INDOFLOODS-gauge-364-64,20-07-1983,25-07-1983,9.36,22-07-1983,1,3574.4,22-07-1983,15976.3,6,3,4,Severe Flood
INDOFLOODS-gauge-364-65,09-08-1983,10-08-1983,7.2,10-08-1983,1,1878.2,09-08-1983,3754.6,2,2,1,Flood
INDOFLOODS-gauge-364-66,12-08-1983,18-08-1983,8.08,17-08-1983,1,2654.5,17-08-1983,15830.1,7,6,2,Flood
INDOFLOODS-gauge-364-67,20-08-1983,23-08-1983,9.02,20-08-1983,1,3294.5,20-08-1983,10573.4,4,1,4,Severe Flood
INDOFLOODS-gauge-364-68,16-06-1984,20-06-1984,8.6,17-06-1984,1,2940,17-06-1984,11357.1,5,2,4,Flood
INDOFLOODS-gauge-364-69,01-07-1984,03-07-1984,8.9,02-07-1984,1,3262.8,02-07-1984,7666.3,3,2,2,Flood
INDOFLOODS-gauge-364-70,17-07-1984,19-07-1984,9.09,18-07-1984,1,3576.2,18-07-1984,8595.6,3,2,2,Severe Flood
INDOFLOODS-gauge-364-71,02-08-1984,02-08-1984,7.2,02-08-1984,1,1943.2,02-08-1984,1943.2,1,1,1,Flood
INDOFLOODS-gauge-364-72,15-08-1984,15-08-1984,7.95,15-08-1984,1,2510,15-08-1984,2510,1,1,1,Flood
INDOFLOODS-gauge-364-73,25-06-1985,27-06-1985,7.71,26-06-1985,1,2600.1,26-06-1985,6971.3,3,2,2,Flood
INDOFLOODS-gauge-364-74,14-08-1985,14-08-1985,7.2,14-08-1985,1,2153.8,14-08-1985,2153.8,1,1,1,Flood
INDOFLOODS-gauge-364-75,15-07-1986,15-07-1986,7.03,15-07-1986,1,2052.2,15-07-1986,2052.2,1,1,1,Flood
INDOFLOODS-gauge-364-76,20-07-1986,21-07-1986,7.58,21-07-1986,1,2369.8,21-07-1986,4401.3,2,2,1,Flood
INDOFLOODS-gauge-364-77,06-08-1986,14-08-1986,10.88,08-08-1986,1,5506.2,08-08-1986,27669,9,3,7,Severe Flood
INDOFLOODS-gauge-364-78,17-07-1988,23-07-1988,9.44,18-07-1988,1,3560,18-07-1988,18493,7,2,6,Severe Flood
INDOFLOODS-gauge-364-79,04-08-1988,05-08-1988,9.35,05-08-1988,1,3746,05-08-1988,6224,2,2,1,Severe Flood
INDOFLOODS-gauge-364-80,23-07-1989,28-07-1989,9.1,23-07-1989,1,3722,23-07-1989,17912,6,1,6,Severe Flood
INDOFLOODS-gauge-364-81,25-08-1989,25-08-1989,7.19,25-08-1989,1,2069,25-08-1989,2069,1,1,1,Flood
INDOFLOODS-gauge-364-82,03-07-1990,03-07-1990,8.57,03-07-1990,1,3472,03-07-1990,3472,1,1,1,Flood
INDOFLOODS-gauge-364-83,19-07-1990,19-07-1990,7.36,19-07-1990,1,2343,19-07-1990,2343,1,1,1,Flood
INDOFLOODS-gauge-364-84,14-08-1990,18-08-1990,8.65,17-08-1990,1,3558,17-08-1990,14881,5,4,2,Flood
INDOFLOODS-gauge-364-85,20-08-1990,21-08-1990,7.65,21-08-1990,1,2524,21-08-1990,4626,2,2,1,Flood
INDOFLOODS-gauge-364-86,23-08-1990,24-08-1990,7.2,24-08-1990,1,2272,23-08-1990,4536,2,2,1,Flood
INDOFLOODS-gauge-364-87,27-07-1991,01-08-1991,10.12,28-07-1991,1,4568,28-07-1991,19064,6,2,5,Severe Flood
INDOFLOODS-gauge-364-88,14-08-1991,18-08-1991,7.76,17-08-1991,1,2582,17-08-1991,11786,5,4,2,Flood
INDOFLOODS-gauge-364-89,21-07-1992,21-07-1992,7.88,21-07-1992,1,2702,21-07-1992,2702,1,1,1,Flood
INDOFLOODS-gauge-364-90,27-07-1992,29-07-1992,8.81,27-07-1992,1,3342,27-07-1992,8418,3,1,3,Flood
INDOFLOODS-gauge-364-91,15-08-1992,15-08-1992,7.33,15-08-1992,1,2308,15-08-1992,2308,1,1,1,Flood
INDOFLOODS-gauge-364-92,17-08-1992,20-08-1992,8.3,18-08-1992,1,2984,18-08-1992,10275,4,2,3,Flood
INDOFLOODS-gauge-364-93,12-07-1993,12-07-1993,7.96,12-07-1993,1,2658,12-07-1993,2658,1,1,1,Flood
INDOFLOODS-gauge-364-94,03-08-1993,03-08-1993,7.2,03-08-1993,1,2073,03-08-1993,2073,1,1,1,Flood
INDOFLOODS-gauge-364-95,16-08-1993,16-08-1993,7.35,16-08-1993,1,2182,16-08-1993,2182,1,1,1,Flood
INDOFLOODS-gauge-364-96,29-06-1994,01-07-1994,9.42,30-06-1994,1,3939,30-06-1994,8857,3,2,2,Severe Flood
INDOFLOODS-gauge-364-97,03-07-1994,03-07-1994,7.65,03-07-1994,1,2417,03-07-1994,2417,1,1,1,Flood
INDOFLOODS-gauge-364-98,12-07-1994,18-07-1994,10.59,14-07-1994,1,4846,14-07-1994,25059,7,3,5,Severe Flood
INDOFLOODS-gauge-364-99,20-07-1994,24-07-1994,7.86,22-07-1994,2,2630,23-07-1994,11808,5,3,3,Flood
INDOFLOODS-gauge-364-100,27-07-1994,31-07-1994,9.44,28-07-1994,1,3976,28-07-1994,15140,5,2,4,Severe Flood
INDOFLOODS-gauge-364-101,02-08-1994,04-08-1994,8.23,02-08-1994,1,3010,02-08-1994,7504,3,1,3,Flood
INDOFLOODS-gauge-364-102,11-07-1995,12-07-1995,8.46,12-07-1995,1,3074,12-07-1995,5477,2,2,1,Flood
INDOFLOODS-gauge-364-103,17-07-1995,17-07-1995,9.45,17-07-1995,1,3940,17-07-1995,3940,1,1,1,Severe Flood
INDOFLOODS-gauge-364-104,19-07-1995,21-07-1995,8.02,20-07-1995,1,2850,20-07-1995,7570,3,2,2,Flood
INDOFLOODS-gauge-364-105,31-08-1995,04-09-1995,8.03,31-08-1995,1,2757,31-08-1995,11916,5,1,5,Flood
INDOFLOODS-gauge-364-106,23-07-1996,25-07-1996,7.99,24-07-1996,1,2874,24-07-1996,7820,3,2,2,Flood
INDOFLOODS-gauge-364-107,27-07-1996,27-07-1996,7.04,27-07-1996,1,2034,27-07-1996,2034,1,1,1,Flood
INDOFLOODS-gauge-364-108,29-09-1996,29-09-1996,7.58,29-09-1996,1,2450,29-09-1996,2450,1,1,1,Flood
INDOFLOODS-gauge-364-109,29-06-1997,01-07-1997,8.16,30-06-1997,1,2850,30-06-1997,7800,3,2,2,Flood
INDOFLOODS-gauge-364-110,10-07-1997,11-07-1997,11.11,10-07-1997,1,5030,10-07-1997,8430,2,1,2,Severe Flood
INDOFLOODS-gauge-364-111,19-07-1997,19-07-1997,7.05,19-07-1997,1,2130,19-07-1997,2130,1,1,1,Flood
INDOFLOODS-gauge-364-112,26-07-1997,28-07-1997,8.3,26-07-1997,1,3112,26-07-1997,7753,3,1,3,Flood
INDOFLOODS-gauge-364-113,31-07-1997,03-08-1997,8.41,02-08-1997,1,3179,02-08-1997,10328,4,3,2,Flood
INDOFLOODS-gauge-364-114,07-08-1997,09-08-1997,10.03,08-08-1997,1,4180,08-08-1997,9848,3,2,2,Severe Flood
INDOFLOODS-gauge-364-115,23-08-1997,24-08-1997,7.55,23-08-1997,1,2450,23-08-1997,4710,2,1,2,Flood
INDOFLOODS-gauge-364-116,26-08-1997,26-08-1997,7.23,26-08-1997,1,2076,26-08-1997,2076,1,1,1,Flood
INDOFLOODS-gauge-364-117,29-06-1998,01-07-1998,8.73,29-06-1998,1,3150,29-06-1998,7930,3,1,3,Flood
INDOFLOODS-gauge-364-118,04-07-1998,04-07-1998,7.45,04-07-1998,1,2310,04-07-1998,2310,1,1,1,Flood
INDOFLOODS-gauge-364-119,06-07-1998,06-07-1998,7.46,06-07-1998,1,2312,06-07-1998,2312,1,1,1,Flood
INDOFLOODS-gauge-364-120,10-07-1998,10-07-1998,7.18,10-07-1998,1,2150,10-07-1998,2150,1,1,1,Flood
INDOFLOODS-gauge-364-121,29-07-1998,31-07-1998,7.9,29-07-1998,1,2600,29-07-1998,7342,3,1,3,Flood
INDOFLOODS-gauge-364-122,10-08-1998,10-08-1998,7.47,10-08-1998,1,2320,10-08-1998,2320,1,1,1,Flood
INDOFLOODS-gauge-364-123,13-09-1998,13-09-1998,7.43,13-09-1998,1,2300,13-09-1998,2300,1,1,1,Flood
INDOFLOODS-gauge-364-124,16-07-1999,16-07-1999,8.56,16-07-1999,1,2847,16-07-1999,2847,1,1,1,Flood
INDOFLOODS-gauge-364-125,18-07-1999,29-07-1999,10.48,18-07-1999,1,4207,18-07-1999,32407.74,12,1,12,Severe Flood
INDOFLOODS-gauge-364-126,02-08-1999,02-08-1999,7.67,02-08-1999,1,2178,02-08-1999,2178,1,1,1,Flood
INDOFLOODS-gauge-364-127,08-08-1999,08-08-1999,7.17,08-08-1999,1,2000,08-08-1999,2000,1,1,1,Flood
INDOFLOODS-gauge-364-128,12-07-2000,14-07-2000,7.97,12-07-2000,1,2472,12-07-2000,6583,3,1,3,Flood
INDOFLOODS-gauge-364-129,24-08-2000,26-08-2000,8.2,25-08-2000,1,2669,25-08-2000,7120,3,2,2,Flood
INDOFLOODS-gauge-364-130,08-07-2001,09-07-2001,8.11,08-07-2001,1,2658,08-07-2001,4695.26,2,1,2,Flood
INDOFLOODS-gauge-364-131,11-07-2001,11-07-2001,7.58,11-07-2001,1,2248.5,11-07-2001,2248.5,1,1,1,Flood
INDOFLOODS-gauge-364-132,17-08-2002,17-08-2002,7.66,17-08-2002,1,2431.82,17-08-2002,2431.82,1,1,1,Flood
INDOFLOODS-gauge-364-133,21-08-2003,21-08-2003,7.13,21-08-2003,1,2715.26,21-08-2003,2715.26,1,1,1,Flood
INDOFLOODS-gauge-364-134,23-08-2003,23-08-2003,7.02,23-08-2003,1,2174.51,23-08-2003,2174.51,1,1,1,Flood
INDOFLOODS-gauge-364-135,04-08-2004,05-08-2004,8.84,04-08-2004,1,3566.65,04-08-2004,6825.02,2,1,2,Flood
INDOFLOODS-gauge-364-136,14-08-2004,14-08-2004,7.3,14-08-2004,1,2426,14-08-2004,2426,1,1,1,Flood
INDOFLOODS-gauge-364-137,24-07-2005,26-07-2005,7.74,26-07-2005,1,2798.3,26-07-2005,7388.76,3,3,1,Flood
INDOFLOODS-gauge-364-138,28-07-2005,29-07-2005,7.77,28-07-2005,1,3160.85,28-07-2005,5474.3,2,1,2,Flood
INDOFLOODS-gauge-364-139,31-07-2005,04-08-2005,9.2,02-08-2005,1,4197,02-08-2005,16979.73,5,3,3,Severe Flood
INDOFLOODS-gauge-364-140,16-08-2005,16-08-2005,7.67,16-08-2005,1,2845.62,16-08-2005,2845.62,1,1,1,Flood
INDOFLOODS-gauge-364-141,30-06-2006,30-06-2006,9,30-06-2006,1,3303.77,30-06-2006,3303.77,1,1,1,Severe Flood
INDOFLOODS-gauge-364-142,03-07-2006,03-07-2006,7.84,03-07-2006,1,3026.4,03-07-2006,3026.4,1,1,1,Flood
INDOFLOODS-gauge-364-143,20-07-2006,20-07-2006,7.9,20-07-2006,1,2762,20-07-2006,2762,1,1,1,Flood
INDOFLOODS-gauge-364-144,28-07-2006,28-07-2006,7.01,28-07-2006,1,2227,28-07-2006,2227,1,1,1,Flood
INDOFLOODS-gauge-364-145,12-08-2006,14-08-2006,8.42,12-08-2006,1,3093,12-08-2006,8304.26,3,1,3,Flood
INDOFLOODS-gauge-364-146,17-08-2006,19-08-2006,7.91,17-08-2006,1,2768,17-08-2006,7518.38,3,1,3,Flood
INDOFLOODS-gauge-364-147,23-06-2007,23-06-2007,8.47,23-06-2007,1,3382.55,23-06-2007,3382.55,1,1,1,Flood
INDOFLOODS-gauge-364-148,01-07-2007,01-07-2007,7.26,01-07-2007,1,2424.09,01-07-2007,2424.09,1,1,1,Flood
INDOFLOODS-gauge-364-149,07-07-2007,09-07-2007,8.03,09-07-2007,1,3096,09-07-2007,8040,3,3,1,Flood
INDOFLOODS-gauge-364-150,11-07-2007,11-07-2007,7.09,11-07-2007,1,2462,11-07-2007,2462,1,1,1,Flood
INDOFLOODS-gauge-364-151,17-07-2007,19-07-2007,7.81,18-07-2007,1,2944,18-07-2007,8229.48,3,2,2,Flood
INDOFLOODS-gauge-364-152,06-08-2007,12-08-2007,9.22,07-08-2007,1,3989.69,07-08-2007,21115.67,7,2,6,Severe Flood
INDOFLOODS-gauge-364-153,28-07-2008,31-07-2008,8.97,28-07-2008,1,3752.09,28-07-2008,12286.97,4,1,4,Flood
INDOFLOODS-gauge-364-154,10-08-2008,14-08-2008,10.6,13-08-2008,1,5610,13-08-2008,19098.44,5,4,2,Severe Flood
INDOFLOODS-gauge-364-155,15-07-2009,19-07-2009,9.42,16-07-2009,1,4217.93,16-07-2009,17121.2,5,2,4,Severe Flood
INDOFLOODS-gauge-364-156,30-07-2010,31-07-2010,8.93,30-07-2010,1,3775.34,30-07-2010,6624.4,2,1,2,Flood
INDOFLOODS-gauge-364-157,31-08-2010,31-08-2010,7.05,31-08-2010,1,2422.19,31-08-2010,2422.19,1,1,1,Flood
INDOFLOODS-gauge-364-158,17-07-2011,17-07-2011,7.49,17-07-2011,1,2709,17-07-2011,2709,1,1,1,Flood
INDOFLOODS-gauge-364-159,19-07-2011,19-07-2011,7.06,19-07-2011,1,2419,19-07-2011,2419,1,1,1,Flood
INDOFLOODS-gauge-364-160,06-08-2011,06-08-2011,7.02,06-08-2011,1,2367.59,06-08-2011,2367.59,1,1,1,Flood
INDOFLOODS-gauge-364-161,07-08-2012,07-08-2012,9.24,07-08-2012,1,3928.48,07-08-2012,3928.48,1,1,1,Severe Flood
INDOFLOODS-gauge-364-162,11-08-2012,11-08-2012,7.43,11-08-2012,1,2817.11,11-08-2012,2817.11,1,1,1,Flood
INDOFLOODS-gauge-364-163,04-07-2013,07-07-2013,10.82,04-07-2013,1,6055,04-07-2013,14075,4,1,4,Severe Flood
INDOFLOODS-gauge-364-164,20-07-2013,21-07-2013,7.52,20-07-2013,1,2778,21-07-2013,5511,2,1,2,Flood
INDOFLOODS-gauge-364-165,24-07-2013,28-07-2013,7.33,26-07-2013,1,2712,24-07-2013,12928,5,3,3,Flood
INDOFLOODS-gauge-364-166,02-08-2013,03-08-2013,7.21,03-08-2013,1,2626.16,03-08-2013,5057.16,2,2,1,Flood
INDOFLOODS-gauge-364-167,19-07-2014,21-07-2014,8.33,20-07-2014,1,3562,20-07-2014,9275,3,2,2,Flood
INDOFLOODS-gauge-364-168,24-07-2014,24-07-2014,7.21,24-07-2014,1,2683,24-07-2014,2683,1,1,1,Flood
INDOFLOODS-gauge-364-169,01-08-2014,02-08-2014,9.02,01-08-2014,1,3949,01-08-2014,7495,2,1,2,Severe Flood
INDOFLOODS-gauge-364-170,04-08-2014,07-08-2014,8.17,06-08-2014,1,3562,06-08-2014,12129,4,3,2,Flood
INDOFLOODS-gauge-364-171,07-07-2018,07-07-2018,7.69,07-07-2018,1,2283.55,07-07-2018,2283.55,1,1,1,Flood
INDOFLOODS-gauge-364-172,14-07-2018,14-07-2018,7.1,14-07-2018,1,2301.69,14-07-2018,2301.69,1,1,1,Flood
INDOFLOODS-gauge-364-173,08-08-2018,09-08-2018,7.89,09-08-2018,1,2880.53,09-08-2018,4183.98,2,2,1,Flood
INDOFLOODS-gauge-364-174,12-08-2018,19-08-2018,10.68,16-08-2018,1,3722.08,17-08-2018,13138.73,8,5,4,Severe Flood
INDOFLOODS-gauge-364-175,06-08-2019,10-08-2019,10.87,09-08-2019,1,,,,5,4,2,Severe Flood
INDOFLOODS-gauge-367-1,15-09-2018,16-09-2018,657.76,15-09-2018,2,,,,2,1,2,Severe Flood
INDOFLOODS-gauge-369-1,29-07-1967,29-07-1967,514.7,29-07-1967,1,2550,29-07-1967,2550,1,1,1,Flood
INDOFLOODS-gauge-369-2,24-07-1969,24-07-1969,515.07,24-07-1969,1,3788.3,24-07-1969,3788.3,1,1,1,Flood
INDOFLOODS-gauge-369-3,12-07-1975,12-07-1975,514.55,12-07-1975,1,2901.8,12-07-1975,2901.8,1,1,1,Flood
INDOFLOODS-gauge-369-4,14-07-1978,14-07-1978,514.62,14-07-1978,1,2646.2,14-07-1978,2646.2,1,1,1,Flood
INDOFLOODS-gauge-369-5,27-07-1978,27-07-1978,514.76,27-07-1978,1,2639.6,27-07-1978,2639.6,1,1,1,Flood
INDOFLOODS-gauge-369-6,02-08-1978,02-08-1978,514.59,02-08-1978,1,2516.3,02-08-1978,2516.3,1,1,1,Flood
INDOFLOODS-gauge-369-7,18-08-1978,19-08-1978,514.53,18-08-1978,1,2757.8,19-08-1978,5454.1,2,1,2,Flood
INDOFLOODS-gauge-369-8,03-07-1980,05-07-1980,515.45,04-07-1980,1,3066.3,04-07-1980,8478.6,3,2,2,Flood
INDOFLOODS-gauge-369-9,10-07-1980,10-07-1980,514.66,10-07-1980,1,2192.2,10-07-1980,2192.2,1,1,1,Flood
INDOFLOODS-gauge-369-10,14-08-1980,14-08-1980,514.84,14-08-1980,1,2357.5,14-08-1980,2357.5,1,1,1,Flood
INDOFLOODS-gauge-369-11,03-08-1982,05-08-1982,516.47,04-08-1982,1,4877.2,04-08-1982,11006.2,3,2,2,Flood
INDOFLOODS-gauge-369-12,24-07-1983,24-07-1983,514.7,24-07-1983,1,2802.6,24-07-1983,2802.6,1,1,1,Flood
INDOFLOODS-gauge-369-13,20-07-1984,20-07-1984,514.69,20-07-1984,1,2684.3,20-07-1984,2684.3,1,1,1,Flood
INDOFLOODS-gauge-369-14,25-07-1989,26-07-1989,514.62,26-07-1989,1,2974,26-07-1989,5742,2,2,1,Flood
INDOFLOODS-gauge-369-15,29-07-1991,30-07-1991,515.05,30-07-1991,1,3414,30-07-1991,6365,2,2,1,Flood
INDOFLOODS-gauge-369-16,28-07-1992,29-07-1992,515.6,29-07-1992,1,3728,29-07-1992,6779,2,2,1,Flood
INDOFLOODS-gauge-369-17,16-08-1992,17-08-1992,515.38,16-08-1992,1,3494,16-08-1992,6215,2,1,2,Flood
INDOFLOODS-gauge-369-18,19-08-1992,21-08-1992,515.43,20-08-1992,1,3541,20-08-1992,9663,3,2,2,Flood
INDOFLOODS-gauge-369-19,17-11-1992,19-11-1992,518.11,18-11-1992,1,7357,18-11-1992,16088,3,2,2,Severe Flood
INDOFLOODS-gauge-369-20,14-07-1994,19-07-1994,517.57,17-07-1994,1,5840,17-07-1994,25152,6,4,3,Severe Flood
INDOFLOODS-gauge-369-21,24-07-1994,25-07-1994,514.83,24-07-1994,1,2940,24-07-1994,5718,2,1,2,Flood
INDOFLOODS-gauge-369-22,09-08-1997,10-08-1997,515.24,09-08-1997,1,3388,09-08-1997,6127,2,1,2,Flood
INDOFLOODS-gauge-369-23,24-08-1997,24-08-1997,514.69,24-08-1997,1,2728,24-08-1997,2728,1,1,1,Flood
INDOFLOODS-gauge-369-24,20-07-1999,20-07-1999,514.74,20-07-1999,1,2975,20-07-1999,2975,1,1,1,Flood
INDOFLOODS-gauge-369-25,15-07-2000,15-07-2000,514.85,15-07-2000,1,3036,15-07-2000,3036,1,1,1,Flood
INDOFLOODS-gauge-369-26,06-08-2004,06-08-2004,514.74,06-08-2004,1,2993,06-08-2004,2993,1,1,1,Flood
INDOFLOODS-gauge-369-27,04-08-2005,05-08-2005,514.81,04-08-2005,1,3029.74,04-08-2005,5770.4,2,1,2,Flood
INDOFLOODS-gauge-369-28,14-08-2006,14-08-2006,515.15,14-08-2006,1,3516.14,14-08-2006,3516.14,1,1,1,Flood
INDOFLOODS-gauge-369-29,19-08-2006,19-08-2006,514.81,19-08-2006,1,3177,19-08-2006,3177,1,1,1,Flood
