EventID,Start Date,End Date,Peak Flood Level (m),Peak FL Date,Num Peak FL,Peak Discharge Q (cumec),Peak Discharge Date,Flood Volume (cumec),Event Duration (days),Time to Peak (days),Recession Time (day),Flood Type
INDOFLOODS-gauge-417-26,11-07-1997,11-07-1997,8.66,11-07-1997,1,1758,11-07-1997,1758,1,1,1,Flood
INDOFLOODS-gauge-417-27,05-08-2004,05-08-2004,8.45,05-08-2004,1,2175.17,05-08-2004,2175.17,1,1,1,Flood
INDOFLOODS-gauge-417-28,03-07-2007,04-07-2007,9.22,03-07-2007,1,2571.02,03-07-2007,5001.68,2,1,2,Severe Flood
INDOFLOODS-gauge-417-29,17-07-2007,18-07-2007,9.47,18-07-2007,1,3032.03,18-07-2007,5046.39,2,2,1,Severe Flood
INDOFLOODS-gauge-417-30,17-07-2009,19-07-2009,9.11,18-07-2009,1,3545,18-07-2009,8745,3,2,2,Flood
INDOFLOODS-gauge-417-31,02-08-2014,02-08-2014,8.59,02-08-2014,1,3363.07,02-08-2014,3363.07,1,1,1,Flood
INDOFLOODS-gauge-417-32,04-07-2017,04-07-2017,13.32,04-07-2017,1,215.44,04-07-2017,215.44,1,1,1,Severe Flood
INDOFLOODS-gauge-417-33,06-12-2017,06-12-2017,10.95,06-12-2017,1,49.93,06-12-2017,49.93,1,1,1,Severe Flood
INDOFLOODS-gauge-417-34,16-08-2018,17-08-2018,8.96,16-08-2018,1,,,,2,1,2,Flood
INDOFLOODS-gauge-417-35,09-08-2019,11-08-2019,10.9,09-08-2019,1,,,,3,1,3,Severe Flood
INDOFLOODS-gauge-420-1,25-06-1971,26-06-1971,9.75,25-06-1971,1,2410,25-06-1971,4650,2,1,2,Flood
INDOFLOODS-gauge-420-2,27-07-1974,28-07-1974,9.47,27-07-1974,1,3299.6,27-07-1974,6379.9,2,1,2,Flood
INDOFLOODS-gauge-420-3,17-08-1974,17-08-1974,9.11,17-08-1974,1,3050,17-08-1974,3050,1,1,1,Flood
INDOFLOODS-gauge-420-4,11-08-1975,11-08-1975,9.35,11-08-1975,1,3422.1,11-08-1975,3422.1,1,1,1,Flood
INDOFLOODS-gauge-420-5,13-08-1975,14-08-1975,9.38,13-08-1975,1,3495.7,13-08-1975,6596.9,2,1,2,Flood
INDOFLOODS-gauge-420-6,16-08-1975,16-08-1975,9.35,16-08-1975,1,3502.4,16-08-1975,3502.4,1,1,1,Flood
INDOFLOODS-gauge-420-7,26-06-1985,27-06-1985,9.28,26-06-1985,1,2920,26-06-1985,5664,2,1,2,Flood
INDOFLOODS-gauge-420-8,09-08-1986,09-08-1986,9.42,09-08-1986,1,2745,09-08-1986,2745,1,1,1,Flood
INDOFLOODS-gauge-420-9,24-07-1989,24-07-1989,9.31,24-07-1989,1,2760,24-07-1989,2760,1,1,1,Flood
INDOFLOODS-gauge-420-10,05-08-2013,05-08-2013,9.46,05-08-2013,1,6323.55,05-08-2013,6323.55,1,1,1,Flood
INDOFLOODS-gauge-420-11,09-08-2018,10-08-2018,10.69,09-08-2018,1,4620.68,09-08-2018,7930.62,2,1,2,Severe Flood
INDOFLOODS-gauge-420-12,13-08-2018,19-08-2018,15.26,16-08-2018,1,6166.43,15-08-2018,10966.31,7,4,4,Severe Flood
INDOFLOODS-gauge-420-13,08-08-2019,08-08-2019,9.3,08-08-2019,1,,,,1,1,1,Flood
INDOFLOODS-gauge-421-1,21-07-2019,21-07-2019,11.59,21-07-2019,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-421-2,09-08-2019,17-08-2019,10.28,10-08-2019,8,,,,9,2,8,Severe Flood
INDOFLOODS-gauge-422-1,29-06-2019,29-06-2019,18.8,29-06-2019,1,,,,1,1,1,Flood
INDOFLOODS-gauge-422-2,10-08-2019,10-08-2019,18.62,10-08-2019,1,,,,1,1,1,Flood
INDOFLOODS-gauge-423-1,04-11-1990,04-11-1990,6.28,04-11-1990,1,305.4,04-11-1990,305.4,1,1,1,Flood
INDOFLOODS-gauge-423-2,10-10-1992,11-10-1992,10.37,10-10-1992,1,974.8,10-10-1992,1712.3,2,1,2,Severe Flood
INDOFLOODS-gauge-423-3,14-11-1992,15-11-1992,8.68,14-11-1992,1,698.2,14-11-1992,1135.3,2,1,2,Severe Flood
INDOFLOODS-gauge-423-4,11-11-1993,11-11-1993,6.2,11-11-1993,1,365.1,11-11-1993,365.1,1,1,1,Flood
INDOFLOODS-gauge-423-5,02-08-1994,03-08-1994,6.95,03-08-1994,1,340.7,03-08-1994,666.5,2,2,1,Flood
INDOFLOODS-gauge-423-6,18-10-1996,18-10-1996,7.09,18-10-1996,1,506.3,18-10-1996,506.3,1,1,1,Flood
INDOFLOODS-gauge-423-7,11-10-1998,13-10-1998,8.31,12-10-1998,1,500.3,12-10-1998,1347.3,3,2,2,Flood
INDOFLOODS-gauge-423-8,04-10-2010,04-10-2010,8.03,04-10-2010,1,521.96,04-10-2010,521.96,1,1,1,Flood
INDOFLOODS-gauge-423-9,07-10-2010,07-10-2010,7.26,07-10-2010,1,371.75,07-10-2010,371.75,1,1,1,Flood
INDOFLOODS-gauge-423-10,23-08-2014,23-08-2014,7.31,23-08-2014,1,399.1,23-08-2014,399.1,1,1,1,Flood
INDOFLOODS-gauge-423-11,15-08-2018,15-08-2018,7.22,15-08-2018,1,0,15-08-2018,,1,1,1,Flood
INDOFLOODS-gauge-426-1,08-08-2019,08-08-2019,77.66,08-08-2019,1,,,,1,1,1,Flood
INDOFLOODS-gauge-427-1,23-06-1985,03-07-1985,7.94,25-06-1985,1,586.9,25-06-1985,4971.1,11,3,9,Severe Flood
INDOFLOODS-gauge-427-2,12-07-1985,13-07-1985,5.72,12-07-1985,1,315.7,12-07-1985,614.9,2,1,2,Flood
INDOFLOODS-gauge-427-3,27-06-1986,29-06-1986,5.58,28-06-1986,1,269.9,28-06-1986,735.9,3,2,2,Flood
INDOFLOODS-gauge-427-4,07-08-1986,13-08-1986,8.73,09-08-1986,1,692.8,09-08-1986,3250.1,7,3,5,Severe Flood
INDOFLOODS-gauge-427-5,02-11-1986,02-11-1986,5.45,02-11-1986,1,270,02-11-1986,270,1,1,1,Flood
INDOFLOODS-gauge-427-6,08-11-1986,08-11-1986,5.08,08-11-1986,1,231.1,08-11-1986,231.1,1,1,1,Flood
INDOFLOODS-gauge-427-7,27-06-1987,28-06-1987,5.16,28-06-1987,1,256.8,28-06-1987,490.7,2,2,1,Flood
INDOFLOODS-gauge-427-8,24-08-1987,27-08-1987,6.22,26-08-1987,1,373.3,26-08-1987,1395.5,4,3,2,Severe Flood
INDOFLOODS-gauge-427-9,25-09-1987,25-09-1987,5.44,25-09-1987,1,297.8,25-09-1987,297.8,1,1,1,Flood
INDOFLOODS-gauge-427-10,30-10-1987,30-10-1987,5.04,30-10-1987,1,241.4,30-10-1987,241.4,1,1,1,Flood
INDOFLOODS-gauge-427-11,01-11-1987,01-11-1987,5.3,01-11-1987,1,268.5,01-11-1987,268.5,1,1,1,Flood
INDOFLOODS-gauge-427-12,09-06-1988,11-06-1988,5.73,10-06-1988,1,294.9,10-06-1988,829.8,3,2,2,Flood
INDOFLOODS-gauge-427-13,01-07-1988,02-07-1988,5.7,02-07-1988,1,328.5,01-07-1988,646.7,2,2,1,Flood
INDOFLOODS-gauge-427-14,18-07-1988,19-07-1988,5.24,19-07-1988,1,286.2,19-07-1988,548.3,2,2,1,Flood
INDOFLOODS-gauge-427-15,22-07-1988,23-07-1988,5.22,23-07-1988,1,269.3,23-07-1988,520.9,2,2,1,Flood
INDOFLOODS-gauge-427-16,05-08-1988,05-08-1988,5.1,05-08-1988,1,260.9,05-08-1988,260.9,1,1,1,Flood
INDOFLOODS-gauge-427-17,03-09-1988,04-09-1988,5.54,03-09-1988,1,320.3,03-09-1988,608.3,2,1,2,Flood
INDOFLOODS-gauge-427-18,20-09-1988,20-09-1988,5.25,20-09-1988,1,273.1,20-09-1988,273.1,1,1,1,Flood
INDOFLOODS-gauge-427-19,14-06-1989,14-06-1989,5.03,14-06-1989,1,273.2,14-06-1989,273.2,1,1,1,Flood
INDOFLOODS-gauge-427-20,22-06-1989,25-06-1989,6.26,24-06-1989,1,410.4,24-06-1989,1439.9,4,3,2,Severe Flood
INDOFLOODS-gauge-427-21,17-07-1989,25-07-1989,6.66,18-07-1989,1,447.2,18-07-1989,3360.2,9,2,8,Severe Flood
INDOFLOODS-gauge-427-22,27-07-1989,28-07-1989,5.97,28-07-1989,1,369.7,27-07-1989,734.8,2,2,1,Flood
INDOFLOODS-gauge-427-23,19-08-1989,19-08-1989,5.03,19-08-1989,1,279,19-08-1989,279,1,1,1,Flood
INDOFLOODS-gauge-427-24,19-09-1989,22-09-1989,7.23,21-09-1989,1,523.4,20-09-1989,1674.9,4,3,2,Severe Flood
INDOFLOODS-gauge-427-25,15-10-1989,15-10-1989,5.07,15-10-1989,1,270,15-10-1989,270,1,1,1,Flood
INDOFLOODS-gauge-427-26,16-06-1990,16-06-1990,5.25,16-06-1990,1,308,16-06-1990,308,1,1,1,Flood
INDOFLOODS-gauge-427-27,22-06-1990,22-06-1990,5.43,22-06-1990,1,318.6,22-06-1990,318.6,1,1,1,Flood
INDOFLOODS-gauge-427-28,03-07-1990,03-07-1990,5.09,03-07-1990,1,316,03-07-1990,316,1,1,1,Flood
INDOFLOODS-gauge-427-29,05-07-1990,09-07-1990,5.53,06-07-1990,1,340.2,06-07-1990,1572.5,5,2,4,Flood
INDOFLOODS-gauge-427-30,04-11-1990,04-11-1990,5.92,04-11-1990,1,390,04-11-1990,390,1,1,1,Flood
INDOFLOODS-gauge-427-31,05-06-1991,10-06-1991,7.58,09-06-1991,1,639.7,09-06-1991,3016.4,6,5,2,Severe Flood
INDOFLOODS-gauge-427-32,13-06-1991,13-06-1991,5.2,13-06-1991,1,311.2,13-06-1991,311.2,1,1,1,Flood
INDOFLOODS-gauge-427-33,27-07-1991,29-07-1991,5.42,29-07-1991,1,338.4,29-07-1991,962.2,3,3,1,Flood
INDOFLOODS-gauge-427-34,31-07-1991,02-08-1991,6.66,01-08-1991,1,508.8,01-08-1991,1197.8,3,2,2,Severe Flood
INDOFLOODS-gauge-427-35,18-08-1991,18-08-1991,5.31,18-08-1991,1,325.4,18-08-1991,325.4,1,1,1,Flood
INDOFLOODS-gauge-427-36,19-06-1992,20-06-1992,5.37,19-06-1992,1,343.6,19-06-1992,655.7,2,1,2,Flood
INDOFLOODS-gauge-427-37,22-06-1992,24-06-1992,5.74,23-06-1992,1,394,23-06-1992,1052.9,3,2,2,Flood
INDOFLOODS-gauge-427-38,07-07-1992,09-07-1992,5.76,07-07-1992,1,396.9,07-07-1992,1165.6,3,1,3,Flood
INDOFLOODS-gauge-427-39,17-07-1992,17-07-1992,5.43,17-07-1992,1,352.8,17-07-1992,352.8,1,1,1,Flood
INDOFLOODS-gauge-427-40,20-07-1992,20-07-1992,5.08,20-07-1992,1,304.9,20-07-1992,304.9,1,1,1,Flood
INDOFLOODS-gauge-427-41,28-07-1992,30-07-1992,6.32,29-07-1992,1,478.4,29-07-1992,1282.9,3,2,2,Severe Flood
INDOFLOODS-gauge-427-42,01-08-1992,01-08-1992,5.15,01-08-1992,1,315,01-08-1992,315,1,1,1,Flood
INDOFLOODS-gauge-427-43,05-08-1992,05-08-1992,5.15,05-08-1992,1,314.4,05-08-1992,314.4,1,1,1,Flood
INDOFLOODS-gauge-427-44,08-08-1992,08-08-1992,5.26,08-08-1992,1,329.4,08-08-1992,329.4,1,1,1,Flood
INDOFLOODS-gauge-427-45,04-10-1992,04-10-1992,5.33,04-10-1992,1,337.2,04-10-1992,337.2,1,1,1,Flood
INDOFLOODS-gauge-427-46,10-10-1992,12-10-1992,7.71,11-10-1992,1,701.6,11-10-1992,1654.6,3,2,2,Severe Flood
INDOFLOODS-gauge-427-47,07-06-1993,09-06-1993,7.74,08-06-1993,1,650.3,08-06-1993,1635.8,3,2,2,Severe Flood
INDOFLOODS-gauge-427-48,02-07-1993,04-07-1993,6.69,03-07-1993,1,490.5,03-07-1993,1297,3,2,2,Severe Flood
INDOFLOODS-gauge-427-49,15-07-1993,17-07-1993,5.93,17-07-1993,1,387.4,17-07-1993,1050.3,3,3,1,Flood
INDOFLOODS-gauge-427-50,25-07-1993,26-07-1993,5.48,26-07-1993,1,330.7,26-07-1993,642.6,2,2,1,Flood
INDOFLOODS-gauge-427-51,07-10-1993,08-10-1993,5.65,08-10-1993,1,351.8,08-10-1993,675.6,2,2,1,Flood
INDOFLOODS-gauge-427-52,30-06-1994,30-06-1994,5.63,30-06-1994,1,401.1,30-06-1994,401.1,1,1,1,Flood
INDOFLOODS-gauge-427-53,29-07-1994,30-07-1994,5.55,29-07-1994,1,398.1,30-07-1994,789.1,2,1,2,Flood
INDOFLOODS-gauge-427-54,01-08-1994,05-08-1994,9.05,03-08-1994,1,848.3,03-08-1994,2957.1,5,3,3,Severe Flood
INDOFLOODS-gauge-427-55,09-05-1995,12-05-1995,6.97,11-05-1995,1,509.9,11-05-1995,1840.1,4,3,2,Severe Flood
INDOFLOODS-gauge-427-56,14-06-1995,14-06-1995,5.48,14-06-1995,1,343.8,14-06-1995,343.8,1,1,1,Flood
INDOFLOODS-gauge-427-57,16-06-1995,17-06-1995,5.92,17-06-1995,1,414.6,17-06-1995,824.6,2,2,1,Flood
INDOFLOODS-gauge-427-58,01-07-1995,01-07-1995,5.91,01-07-1995,1,425.9,01-07-1995,425.9,1,1,1,Flood
INDOFLOODS-gauge-427-59,12-07-1995,13-07-1995,5.36,12-07-1995,1,369.8,12-07-1995,736.4,2,1,2,Flood
INDOFLOODS-gauge-427-60,30-07-1995,01-08-1995,7.47,31-07-1995,1,627.1,31-07-1995,1551.6,3,2,2,Severe Flood
INDOFLOODS-gauge-427-61,07-08-1995,07-08-1995,5.11,07-08-1995,1,350.2,07-08-1995,350.2,1,1,1,Flood
INDOFLOODS-gauge-427-62,31-08-1995,01-09-1995,5.22,31-08-1995,1,385.8,31-08-1995,719.8,2,1,2,Flood
INDOFLOODS-gauge-427-63,21-07-1996,23-07-1996,5.94,21-07-1996,1,440,21-07-1996,1137.8,3,1,3,Flood
INDOFLOODS-gauge-427-64,25-07-1996,26-07-1996,5.74,26-07-1996,1,376.9,26-07-1996,743.1,2,2,1,Flood
INDOFLOODS-gauge-427-65,29-09-1996,29-09-1996,6.45,29-09-1996,1,500,29-09-1996,500,1,1,1,Severe Flood
INDOFLOODS-gauge-427-66,18-10-1996,19-10-1996,6.7,18-10-1996,1,524.9,18-10-1996,975.7,2,1,2,Severe Flood
INDOFLOODS-gauge-427-67,22-07-1997,27-07-1997,6.96,25-07-1997,1,570,25-07-1997,2697.3,6,4,3,Severe Flood
INDOFLOODS-gauge-427-68,16-09-1997,16-09-1997,5.79,16-09-1997,1,390.6,16-09-1997,390.6,1,1,1,Flood
INDOFLOODS-gauge-427-69,18-09-1997,19-09-1997,6.27,18-09-1997,1,488.6,18-09-1997,938.1,2,1,2,Severe Flood
INDOFLOODS-gauge-427-70,22-10-1997,22-10-1997,5.27,22-10-1997,1,339,22-10-1997,339,1,1,1,Flood
INDOFLOODS-gauge-427-71,31-10-1997,31-10-1997,5.33,31-10-1997,1,368.2,31-10-1997,368.2,1,1,1,Flood
INDOFLOODS-gauge-427-72,28-06-1998,30-06-1998,7.58,29-06-1998,1,558.5,29-06-1998,1471.7,3,2,2,Severe Flood
INDOFLOODS-gauge-427-73,13-07-1998,13-07-1998,6.1,13-07-1998,1,439.2,13-07-1998,439.2,1,1,1,Severe Flood
INDOFLOODS-gauge-427-74,13-08-1998,13-08-1998,5.02,13-08-1998,1,336.2,13-08-1998,336.2,1,1,1,Flood
INDOFLOODS-gauge-427-75,25-08-1998,25-08-1998,5.29,25-08-1998,1,334.8,25-08-1998,334.8,1,1,1,Flood
INDOFLOODS-gauge-427-76,09-09-1998,10-09-1998,6.34,10-09-1998,1,454,10-09-1998,874.5,2,2,1,Severe Flood
INDOFLOODS-gauge-427-77,12-10-1998,13-10-1998,6.72,12-10-1998,1,532,12-10-1998,974.9,2,1,2,Severe Flood
INDOFLOODS-gauge-427-78,26-05-1999,27-05-1999,5.96,26-05-1999,1,371.4,26-05-1999,739.2,2,1,2,Flood
INDOFLOODS-gauge-427-79,31-05-1999,31-05-1999,5.4,31-05-1999,1,364.4,31-05-1999,364.4,1,1,1,Flood
INDOFLOODS-gauge-427-80,07-06-1999,10-06-1999,7.1,08-06-1999,1,534.4,08-06-1999,1800.8,4,2,3,Severe Flood
INDOFLOODS-gauge-427-81,18-10-1999,18-10-1999,5.53,18-10-1999,1,363.5,18-10-1999,363.5,1,1,1,Flood
INDOFLOODS-gauge-427-82,21-10-1999,21-10-1999,6.05,21-10-1999,1,373.6,21-10-1999,373.6,1,1,1,Severe Flood
INDOFLOODS-gauge-427-83,24-10-1999,25-10-1999,5.27,24-10-1999,1,313,24-10-1999,606,2,1,2,Flood
INDOFLOODS-gauge-427-84,23-08-2000,28-08-2000,8.42,26-08-2000,1,888.5,26-08-2000,3577.4,6,4,3,Severe Flood
INDOFLOODS-gauge-427-85,26-06-2001,26-06-2001,5.52,26-06-2001,1,392.5,26-06-2001,392.5,1,1,1,Flood
INDOFLOODS-gauge-427-86,07-07-2001,11-07-2001,8.44,10-07-2001,1,785.6,09-07-2001,2858,5,4,2,Severe Flood
INDOFLOODS-gauge-427-87,17-08-2002,18-08-2002,5.92,17-08-2002,1,469.95,17-08-2002,917.95,2,1,2,Flood
INDOFLOODS-gauge-427-88,05-08-2004,05-08-2004,5.51,05-08-2004,1,362.91,05-08-2004,362.91,1,1,1,Flood
INDOFLOODS-gauge-427-89,31-07-2005,03-08-2005,6.89,02-08-2005,1,569.46,02-08-2005,1721.81,4,3,2,Severe Flood
INDOFLOODS-gauge-427-90,05-09-2005,09-09-2005,7.29,05-09-2005,1,699.11,05-09-2005,2960.42,5,1,5,Severe Flood
INDOFLOODS-gauge-427-91,29-05-2006,01-06-2006,6.2,31-05-2006,1,530.74,31-05-2006,1738.16,4,3,2,Severe Flood
INDOFLOODS-gauge-427-92,26-06-2006,26-06-2006,5.14,26-06-2006,1,367.47,26-06-2006,367.47,1,1,1,Flood
INDOFLOODS-gauge-427-93,22-06-2007,24-06-2007,7.62,23-06-2007,1,747.87,23-06-2007,1906.6,3,2,2,Severe Flood
INDOFLOODS-gauge-427-94,02-07-2007,03-07-2007,5.17,02-07-2007,1,395.2,02-07-2007,731,2,1,2,Flood
INDOFLOODS-gauge-427-95,17-07-2007,19-07-2007,7.2,17-07-2007,1,678.6,17-07-2007,1727.07,3,1,3,Severe Flood
INDOFLOODS-gauge-427-96,16-07-2008,16-07-2008,5.07,16-07-2008,1,355.9,16-07-2008,355.9,1,1,1,Flood
INDOFLOODS-gauge-427-97,28-07-2008,29-07-2008,5.36,28-07-2008,1,402.63,28-07-2008,774.9,2,1,2,Flood
INDOFLOODS-gauge-427-98,08-09-2008,09-09-2008,6.33,08-09-2008,1,559.83,08-09-2008,1074.8,2,1,2,Severe Flood
INDOFLOODS-gauge-427-99,01-07-2009,01-07-2009,5.06,01-07-2009,1,344.85,01-07-2009,344.85,1,1,1,Flood
INDOFLOODS-gauge-427-100,03-07-2009,03-07-2009,5.83,03-07-2009,1,427.89,03-07-2009,427.89,1,1,1,Flood
INDOFLOODS-gauge-427-101,18-07-2009,19-07-2009,5.99,18-07-2009,1,464.86,18-07-2009,852.66,2,1,2,Flood
INDOFLOODS-gauge-427-102,03-10-2009,03-10-2009,5.17,03-10-2009,1,360.68,03-10-2009,360.68,1,1,1,Flood
INDOFLOODS-gauge-427-103,13-06-2010,15-06-2010,7.21,14-06-2010,1,686.44,14-06-2010,1640.32,3,2,2,Severe Flood
INDOFLOODS-gauge-427-104,20-07-2010,20-07-2010,5.33,20-07-2010,1,374.26,20-07-2010,374.26,1,1,1,Flood
INDOFLOODS-gauge-427-105,16-08-2010,16-08-2010,5.28,16-08-2010,1,354.22,16-08-2010,354.22,1,1,1,Flood
INDOFLOODS-gauge-427-106,04-10-2010,04-10-2010,5.28,04-10-2010,1,364.42,04-10-2010,364.42,1,1,1,Flood
INDOFLOODS-gauge-427-107,07-10-2010,07-10-2010,5.24,07-10-2010,1,380.98,07-10-2010,380.98,1,1,1,Flood
INDOFLOODS-gauge-427-108,22-11-2010,24-11-2010,5.77,22-11-2010,1,432.59,22-11-2010,1149.19,3,1,3,Flood
INDOFLOODS-gauge-427-109,02-06-2011,04-06-2011,6.17,02-06-2011,1,528.61,02-06-2011,1250.42,3,1,3,Severe Flood
INDOFLOODS-gauge-427-110,06-06-2011,06-06-2011,5.03,06-06-2011,1,339.46,06-06-2011,339.46,1,1,1,Flood
INDOFLOODS-gauge-427-111,07-08-2011,08-08-2011,6.56,08-08-2011,1,585.19,08-08-2011,1085.99,2,2,1,Severe Flood
INDOFLOODS-gauge-427-112,03-09-2011,03-09-2011,5.09,03-09-2011,1,328.52,03-09-2011,328.52,1,1,1,Flood
INDOFLOODS-gauge-427-113,18-08-2012,19-08-2012,6.03,18-08-2012,1,436.57,18-08-2012,775.17,2,1,2,Severe Flood
INDOFLOODS-gauge-427-114,17-06-2013,18-06-2013,5.51,17-06-2013,1,391.88,17-06-2013,758.26,2,1,2,Flood
INDOFLOODS-gauge-427-115,25-06-2013,28-06-2013,6.55,27-06-2013,1,579.17,27-06-2013,1889.97,4,3,2,Severe Flood
INDOFLOODS-gauge-427-116,08-07-2013,11-07-2013,5.88,11-07-2013,1,450.01,11-07-2013,1517.29,4,4,1,Flood
INDOFLOODS-gauge-427-117,05-08-2013,07-08-2013,7.24,06-08-2013,1,699.94,06-08-2013,1821.69,3,2,2,Severe Flood
INDOFLOODS-gauge-427-118,18-09-2013,18-09-2013,5.05,18-09-2013,1,346.7,18-09-2013,346.7,1,1,1,Flood
INDOFLOODS-gauge-427-119,02-08-2014,06-08-2014,7.21,04-08-2014,1,695.42,04-08-2014,2678.78,5,3,3,Severe Flood
INDOFLOODS-gauge-427-120,23-08-2014,25-08-2014,7.44,24-08-2014,1,732.7,24-08-2014,1797.51,3,2,2,Severe Flood
INDOFLOODS-gauge-427-121,01-09-2014,03-09-2014,5.23,02-09-2014,1,371.27,02-09-2014,1064.47,3,2,2,Flood
INDOFLOODS-gauge-427-122,28-06-2015,28-06-2015,5.84,28-06-2015,1,483.9,28-06-2015,483.9,1,1,1,Flood
INDOFLOODS-gauge-427-123,27-06-2017,29-06-2017,6.65,28-06-2017,1,601.09,28-06-2017,1363.62,3,2,2,Severe Flood
INDOFLOODS-gauge-427-124,01-07-2017,02-07-2017,8.19,01-07-2017,2,118.08,01-07-2017,236.16,2,1,2,Severe Flood
INDOFLOODS-gauge-427-125,14-09-2017,14-09-2017,5.62,14-09-2017,1,440.69,14-09-2017,440.69,1,1,1,Flood
INDOFLOODS-gauge-427-126,18-09-2017,19-09-2017,6.42,18-09-2017,1,576.98,18-09-2017,940.57,2,1,2,Severe Flood
INDOFLOODS-gauge-427-127,11-06-2018,14-06-2018,6.88,11-06-2018,1,669.84,12-06-2018,2002.7,4,1,4,Severe Flood
INDOFLOODS-gauge-427-128,10-07-2018,11-07-2018,5.36,11-07-2018,1,478.03,11-07-2018,712.66,2,2,1,Flood
INDOFLOODS-gauge-427-129,15-07-2018,19-07-2018,8.28,16-07-2018,1,844.19,17-07-2018,2980.17,5,2,4,Severe Flood
INDOFLOODS-gauge-427-130,26-07-2018,26-07-2018,5.93,26-07-2018,1,280.56,26-07-2018,280.56,1,1,1,Flood
INDOFLOODS-gauge-427-131,31-07-2018,31-07-2018,5.47,31-07-2018,1,225.52,31-07-2018,225.52,1,1,1,Flood
INDOFLOODS-gauge-427-132,10-08-2018,10-08-2018,6.36,10-08-2018,1,381.03,10-08-2018,381.03,1,1,1,Severe Flood
INDOFLOODS-gauge-427-133,15-08-2018,19-08-2018,9.28,15-08-2018,1,,,,5,1,5,Severe Flood
INDOFLOODS-gauge-427-134,19-07-2019,22-07-2019,5.74,20-07-2019,1,,,,4,2,3,Flood
INDOFLOODS-gauge-427-135,08-08-2019,20-08-2019,7.48,09-08-2019,1,,,,13,2,12,Severe Flood
INDOFLOODS-gauge-428-1,09-08-1986,11-08-1986,7.11,10-08-1986,1,565,09-08-1986,1499.6,3,2,2,Flood
INDOFLOODS-gauge-428-2,06-06-1991,09-06-1991,6.68,08-06-1991,1,622.5,08-06-1991,2337.3,4,3,2,Flood
INDOFLOODS-gauge-428-3,02-08-1994,04-08-1994,7.9,03-08-1994,1,819.9,03-08-1994,1974.7,3,2,2,Severe Flood
INDOFLOODS-gauge-428-4,29-09-1996,29-09-1996,6.27,29-09-1996,1,466,29-09-1996,466,1,1,1,Flood
INDOFLOODS-gauge-428-5,25-07-1997,25-07-1997,6.5,25-07-1997,1,530.4,25-07-1997,530.4,1,1,1,Flood
INDOFLOODS-gauge-428-6,29-06-1998,29-06-1998,6.6,29-06-1998,1,568,29-06-1998,568,1,1,1,Flood
INDOFLOODS-gauge-428-7,13-10-1998,13-10-1998,6.28,13-10-1998,1,532.3,13-10-1998,532.3,1,1,1,Flood
INDOFLOODS-gauge-428-8,08-06-1999,08-06-1999,6.41,08-06-1999,1,557.7,08-06-1999,557.7,1,1,1,Flood
INDOFLOODS-gauge-428-9,25-08-2000,27-08-2000,7.12,26-08-2000,1,505.22,26-08-2000,1426.53,3,2,2,Flood
INDOFLOODS-gauge-428-10,09-07-2001,11-07-2001,7.78,09-07-2001,1,690.19,09-07-2001,1731.43,3,1,3,Severe Flood
INDOFLOODS-gauge-428-11,18-08-2002,18-08-2002,6.5,18-08-2002,1,563.75,18-08-2002,563.75,1,1,1,Flood
INDOFLOODS-gauge-428-12,02-08-2005,02-08-2005,6.91,02-08-2005,1,548.31,02-08-2005,548.31,1,1,1,Flood
INDOFLOODS-gauge-428-13,05-09-2005,08-09-2005,7.17,07-09-2005,1,679.83,07-09-2005,2211.69,4,3,2,Severe Flood
INDOFLOODS-gauge-428-14,23-06-2007,24-06-2007,7.49,23-06-2007,1,706.17,23-06-2007,1268.07,2,1,2,Severe Flood
INDOFLOODS-gauge-428-15,17-07-2007,18-07-2007,6.53,18-07-2007,1,546.69,17-07-2007,1076.25,2,2,1,Flood
INDOFLOODS-gauge-428-16,05-08-2013,07-08-2013,7.18,06-08-2013,1,674.5,06-08-2013,1852.8,3,2,2,Severe Flood
INDOFLOODS-gauge-428-17,02-08-2014,02-08-2014,6.18,02-08-2014,1,509.6,02-08-2014,509.6,1,1,1,Flood
INDOFLOODS-gauge-428-18,04-08-2014,05-08-2014,6.83,04-08-2014,1,577.16,04-08-2014,1102.94,2,1,2,Flood
INDOFLOODS-gauge-428-19,28-06-2017,28-06-2017,6.17,28-06-2017,1,468.83,28-06-2017,468.83,1,1,1,Flood
INDOFLOODS-gauge-428-20,18-09-2017,18-09-2017,6.17,18-09-2017,1,463.94,18-09-2017,463.94,1,1,1,Flood
INDOFLOODS-gauge-428-21,11-06-2018,14-06-2018,7.85,11-06-2018,1,548.45,12-06-2018,1643.98,4,1,4,Severe Flood
INDOFLOODS-gauge-428-22,15-07-2018,18-07-2018,8.1,16-07-2018,1,726.42,17-07-2018,2003.35,4,2,3,Severe Flood
INDOFLOODS-gauge-428-23,15-08-2018,19-08-2018,9.4,16-08-2018,1,,,,5,2,4,Severe Flood
INDOFLOODS-gauge-428-24,20-07-2019,22-07-2019,6.74,20-07-2019,1,,,,3,1,3,Flood
INDOFLOODS-gauge-428-25,08-08-2019,11-08-2019,7.9,09-08-2019,1,,,,4,2,3,Severe Flood
INDOFLOODS-gauge-429-1,17-06-1978,18-06-1978,9.11,18-06-1978,1,89.8,18-06-1978,173.2,2,2,1,Flood
